[21:48:59][modifier.cpp:1344]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- country_food_produces_add, Category: Economic Units, AI Economy
- country_food_produces_mult, Category: Economic Units, AI Economy
- country_physics_research_produces_add, Category: Economic Units, AI Economy
- country_physics_research_produces_mult, Category: Economic Units, AI Economy
- country_society_research_produces_add, Category: Economic Units, AI Economy
- country_society_research_produces_mult, Category: Economic Units, AI Economy
- country_engineering_research_produces_add, Category: Economic Units, AI Economy
- country_engineering_research_produces_mult, Category: Economic Units, AI Economy
- country_influence_produces_add, Category: Economic Units, AI Economy
- country_influence_produces_mult, Category: Economic Units, AI Economy
- country_unity_produces_add, Category: Economic Units, AI Economy
- country_unity_produces_mult, Category: Economic Units, AI Economy
- country_consumer_goods_produces_add, Category: Economic Units, AI Economy
- country_consumer_goods_produces_mult, Category: Economic Units, AI Economy
- country_alloys_produces_add, Category: Economic Units, AI Economy
- country_alloys_produces_mult, Category: Economic Units, AI Economy
- country_volatile_motes_produces_add, Category: Economic Units, AI Economy
- country_volatile_motes_produces_mult, Category: Economic Units, AI Economy
- country_exotic_gases_produces_add, Category: Economic Units, AI Economy
- country_exotic_gases_produces_mult, Category: Economic Units, AI Economy
- country_rare_crystals_produces_add, Category: Economic Units, AI Economy
- country_rare_crystals_produces_mult, Category: Economic Units, AI Economy
- country_sr_living_metal_produces_add, Category: Economic Units, AI Economy
- country_sr_living_metal_produces_mult, Category: Economic Units, AI Economy
- country_sr_zro_produces_add, Category: Economic Units, AI Economy
- country_sr_zro_produces_mult, Category: Economic Units, AI Economy
- country_sr_dark_matter_produces_add, Category: Economic Units, AI Economy
- country_sr_dark_matter_produces_mult, Category: Economic Units, AI Economy
- country_nanites_produces_add, Category: Economic Units, AI Economy
- country_nanites_produces_mult, Category: Economic Units, AI Economy
- country_minor_artifacts_produces_add, Category: Economic Units, AI Economy
- country_minor_artifacts_produces_mult, Category: Economic Units, AI Economy
- country_menace_produces_add, Category: Economic Units, AI Economy
- country_menace_produces_mult, Category: Economic Units, AI Economy
- country_larva_produces_add, Category: Economic Units, AI Economy
- country_larva_produces_mult, Category: Economic Units, AI Economy
- country_sr_strange_matter_produces_add, Category: Economic Units, AI Economy
- country_sr_strange_matter_produces_mult, Category: Economic Units, AI Economy
- country_sr_quark_gluon_plasma_produces_add, Category: Economic Units, AI Economy
- country_sr_quark_gluon_plasma_produces_mult, Category: Economic Units, AI Economy
- country_sr_antimatter_produces_add, Category: Economic Units, AI Economy
- country_sr_antimatter_produces_mult, Category: Economic Units, AI Economy
- country_sr_eludium_produces_add, Category: Economic Units, AI Economy
- country_sr_eludium_produces_mult, Category: Economic Units, AI Economy
- country_sr_acean_produces_add, Category: Economic Units, AI Economy
- country_sr_acean_produces_mult, Category: Economic Units, AI Economy
- country_sr_rad_bloom_produces_add, Category: Economic Units, AI Economy
- country_sr_rad_bloom_produces_mult, Category: Economic Units, AI Economy
- country_sr_tiyanki_parts_produces_add, Category: Economic Units, AI Economy
- country_sr_tiyanki_parts_produces_mult, Category: Economic Units, AI Economy
- country_produces_mult, Category: Economic Units, AI Economy
- megastructures_time_cost_add, Category: Megastructures, AI Economy
- megastructures_time_cost_mult, Category: Megastructures, AI Economy
- megastructures_time_produces_add, Category: Megastructures, AI Economy
- megastructures_time_produces_mult, Category: Megastructures, AI Economy
- megastructures_time_upkeep_add, Category: Megastructures, AI Economy
- megastructures_time_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_energy_cost_add, Category: Megastructures, AI Economy
- megastructures_energy_cost_mult, Category: Megastructures, AI Economy
- megastructures_energy_produces_add, Category: Megastructures, AI Economy
- megastructures_energy_produces_mult, Category: Megastructures, AI Economy
- megastructures_energy_upkeep_add, Category: Megastructures, AI Economy
- megastructures_energy_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_minerals_cost_add, Category: Megastructures, AI Economy
- megastructures_minerals_cost_mult, Category: Megastructures, AI Economy
- megastructures_minerals_produces_add, Category: Megastructures, AI Economy
- megastructures_minerals_produces_mult, Category: Megastructures, AI Economy
- megastructures_minerals_upkeep_add, Category: Megastructures, AI Economy
- megastructures_minerals_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_food_cost_add, Category: Megastructures, AI Economy
- megastructures_food_cost_mult, Category: Megastructures, AI Economy
- megastructures_food_produces_add, Category: Megastructures, AI Economy
- megastructures_food_produces_mult, Category: Megastructures, AI Economy
- megastructures_food_upkeep_add, Category: Megastructures, AI Economy
- megastructures_food_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_physics_research_cost_add, Category: Megastructures, AI Economy
- megastructures_physics_research_cost_mult, Category: Megastructures, AI Economy
- megastructures_physics_research_produces_add, Category: Megastructures, AI Economy
- megastructures_physics_research_produces_mult, Category: Megastructures, AI Economy
- megastructures_physics_research_upkeep_add, Category: Megastructures, AI Economy
- megastructures_physics_research_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_society_research_cost_add, Category: Megastructures, AI Economy
- megastructures_society_research_cost_mult, Category: Megastructures, AI Economy
- megastructures_society_research_produces_add, Category: Megastructures, AI Economy
- megastructures_society_research_produces_mult, Category: Megastructures, AI Economy
- megastructures_society_research_upkeep_add, Category: Megastructures, AI Economy
- megastructures_society_research_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_engineering_research_cost_add, Category: Megastructures, AI Economy
- megastructures_engineering_research_cost_mult, Category: Megastructures, AI Economy
- megastructures_engineering_research_produces_add, Category: Megastructures, AI Economy
- megastructures_engineering_research_produces_mult, Category: Megastructures, AI Economy
- megastructures_engineering_research_upkeep_add, Category: Megastructures, AI Economy
- megastructures_engineering_research_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_influence_cost_add, Category: Megastructures, AI Economy
- megastructures_influence_cost_mult, Category: Megastructures, AI Economy
- megastructures_influence_produces_add, Category: Megastructures, AI Economy
- megastructures_influence_produces_mult, Category: Megastructures, AI Economy
- megastructures_influence_upkeep_add, Category: Megastructures, AI Economy
- megastructures_influence_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_unity_cost_add, Category: Megastructures, AI Economy
- megastructures_unity_cost_mult, Category: Megastructures, AI Economy
- megastructures_unity_produces_add, Category: Megastructures, AI Economy
- megastructures_unity_produces_mult, Category: Megastructures, AI Economy
- megastructures_unity_upkeep_add, Category: Megastructures, AI Economy
- megastructures_unity_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_consumer_goods_cost_add, Category: Megastructures, AI Economy
- megastructures_consumer_goods_cost_mult, Category: Megastructures, AI Economy
- megastructures_consumer_goods_produces_add, Category: Megastructures, AI Economy
- megastructures_consumer_goods_produces_mult, Category: Megastructures, AI Economy
- megastructures_consumer_goods_upkeep_add, Category: Megastructures, AI Economy
- megastructures_consumer_goods_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_alloys_cost_add, Category: Megastructures, AI Economy
- megastructures_alloys_cost_mult, Category: Megastructures, AI Economy
- megastructures_alloys_produces_add, Category: Megastructures, AI Economy
- megastructures_alloys_produces_mult, Category: Megastructures, AI Economy
- megastructures_alloys_upkeep_add, Category: Megastructures, AI Economy
- megastructures_alloys_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_volatile_motes_cost_add, Category: Megastructures, AI Economy
- megastructures_volatile_motes_cost_mult, Category: Megastructures, AI Economy
- megastructures_volatile_motes_produces_add, Category: Megastructures, AI Economy
- megastructures_volatile_motes_produces_mult, Category: Megastructures, AI Economy
- megastructures_volatile_motes_upkeep_add, Category: Megastructures, AI Economy
- megastructures_volatile_motes_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_exotic_gases_cost_add, Category: Megastructures, AI Economy
- megastructures_exotic_gases_cost_mult, Category: Megastructures, AI Economy
- megastructures_exotic_gases_produces_add, Category: Megastructures, AI Economy
- megastructures_exotic_gases_produces_mult, Category: Megastructures, AI Economy
- megastructures_exotic_gases_upkeep_add, Category: Megastructures, AI Economy
- megastructures_exotic_gases_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_rare_crystals_cost_add, Category: Megastructures, AI Economy
- megastructures_rare_crystals_cost_mult, Category: Megastructures, AI Economy
- megastructures_rare_crystals_produces_add, Category: Megastructures, AI Economy
- megastructures_rare_crystals_produces_mult, Category: Megastructures, AI Economy
- megastructures_rare_crystals_upkeep_add, Category: Megastructures, AI Economy
- megastructures_rare_crystals_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_cost_add, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_cost_mult, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_produces_add, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_produces_mult, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_upkeep_add, Category: Megastructures, AI Economy
- megastructures_sr_living_metal_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_sr_zro_cost_add, Category: Megastructures, AI Economy
- megastructures_sr_zro_cost_mult, Category: Megastructures, AI Economy
- megastructures_sr_zro_produces_add, Category: Megastructures, AI Economy
- megastructures_sr_zro_produces_mult, Category: Megastructures, AI Economy
- megastructures_sr_zro_upkeep_add, Category: Megastructures, AI Economy
- megastructures_sr_zro_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_cost_add, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_cost_mult, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_produces_add, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_produces_mult, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_upkeep_add, Category: Megastructures, AI Economy
- megastructures_sr_dark_matter_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_nanites_cost_add, Category: Megastructures, AI Economy
- megastructures_nanites_cost_mult, Category: Megastructures, AI Economy
- megastructures_nanites_produces_add, Category: Megastructures, AI Economy
- megastructures_nanites_produces_mult, Category: Megastructures, AI Economy
- megastructures_nanites_upkeep_add, Category: Megastructures, AI Economy
- megastructures_nanites_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_cost_add, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_cost_mult, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_produces_add, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_produces_mult, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_upkeep_add, Category: Megastructures, AI Economy
- megastructures_minor_artifacts_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_menace_cost_add, Category: Megastructures, AI Economy
- megastructures_menace_cost_mult, Category: Megastructures, AI Economy
- megastructures_menace_produces_add, Category: Megastructures, AI Economy
- megastructures_menace_produces_mult, Category: Megastructures, AI Economy
- megastructures_menace_upkeep_add, Category: Megastructures, AI Economy
- megastructures_menace_upkeep_mult, Category: Megastructures, AI Economy
- megastructures_larva_cost_add, Category: Megastructures, AI Economy
- megastructures_larva_cost_mult, Category: Megastructures, AI Economy
